Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
sheer socks,Berry red,No,600,150,Red,Red,1x1,Kicks,Fall,No,1.0.0,Elegant,everyday; formal; party,No,For sale,SocksTexSeethrough1,9928,vwEun3iFbpAxkN9YM
sheer socks,Brown,No,600,150,Brown,Brown,1x1,Kicks,Fall,No,1.0.0,Elegant,everyday; formal; party,No,For sale,SocksTexSeethrough2,9929,Yg79sKrkCuNmim6Lh
sheer socks,Green,No,600,150,Green,Green,1x1,Kicks,Fall,No,1.0.0,Elegant,everyday; formal; party,No,For sale,SocksTexSeethrough3,9930,j7pziPZTkZveBAuPv
sheer socks,Olive,No,600,150,Green,Green,1x1,Kicks,Fall,No,1.0.0,Elegant,everyday; formal; party,No,For sale,SocksTexSeethrough4,9931,WNq5e8Fxyh8xiXGQx
sheer socks,Gray,No,600,150,Gray,Gray,1x1,Kicks,Fall,No,1.0.0,Elegant,everyday; formal; party,No,For sale,SocksTexSeethrough5,9932,38sduqDDHJFtnAfuF
simple knee-high socks,Pink,No,600,150,Pink,Pink,1x1,Kicks,All Year,No,1.0.0,Cute,everyday,No,For sale,SocksTexSimpleknee0,12175,zFnCYaxy784dqgR64
simple knee-high socks,White,No,600,150,White,White,1x1,Kicks,All Year,No,1.0.0,Cute,everyday,No,For sale,SocksTexSimpleknee1,12182,XtJFPeWuftyf2oPz4
simple knee-high socks,Red,No,600,150,Red,Red,1x1,Kicks,All Year,No,1.0.0,Cute,everyday,No,For sale,SocksTexSimpleknee2,12183,RGA5qnS5QpyYE9YMo
simple knee-high socks,Blue,No,600,150,Light blue,Light blue,1x1,Kicks,All Year,No,1.0.0,Cute,everyday,No,For sale,SocksTexSimpleknee3,12184,SxXnBrRAxfq3x28sc
simple-accent socks,Navy blue,No,720,180,Blue,Red,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; formal,No,For sale,SocksTexOnepoint0,5200,pXiEbRv6KpRzR2HhF
simple-accent socks,Black,No,720,180,Black,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,SocksTexOnepoint1,9082,aF6MoJRq25nmozuqJ
simple-accent socks,White,No,720,180,White,Black,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; formal,No,For sale,SocksTexOnepoint2,9083,oDiizez3yxj6HtyQr
simple-accent socks,Gray,No,720,180,Gray,Light blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,SocksTexOnepoint3,9084,og9QPp6jXLwv9RfEZ
simple-accent socks,Blue,No,720,180,Blue,Light blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,SocksTexOnepoint4,9085,4odTg8BmPySYZensZ
simple-accent socks,Orange,No,720,180,Orange,Yellow,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; formal,No,For sale,SocksTexOnepoint5,9086,AYXDKak7MRoKKJ24J
simple-accent socks,Red,No,720,180,Red,Black,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,SocksTexOnepoint6,9087,4sozM46zqJys5bcFt
simple-accent socks,Pink,No,720,180,Pink,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,SocksTexOnepoint7,9088,ZKHg7YC8qTrpLm76X
soccer socks,Blue,No,800,200,Blue,White,1x1,Kicks,All Year,No,1.0.0,Active,sporty; work,No,For sale,SocksTexFootball0,5177,xwcWvpsyxDjwwF7jt
soccer socks,Red,No,800,200,Red,White,1x1,Kicks,All Year,No,1.0.0,Active,sporty; work,No,For sale,SocksTexFootball1,9973,4QejjPC38oza2u98X
soccer socks,Green,No,800,200,Green,White,1x1,Kicks,All Year,No,1.0.0,Active,sporty; work,No,For sale,SocksTexFootball2,9974,zbWuXc2n8WYG7rnNY
soccer socks,Light blue,No,800,200,Light blue,White,1x1,Kicks,All Year,No,1.0.0,Active,sporty; work,No,For sale,SocksTexFootball3,9975,Mk4mRFChWdZxYsqcu
soccer socks,Black,No,800,200,Black,White,1x1,Kicks,All Year,No,1.0.0,Active,sporty; work,No,For sale,SocksTexFootball4,9976,kSEJpobnFBFviu4sX
soccer socks,Orange,No,800,200,Orange,White,1x1,Kicks,All Year,No,1.0.0,Active,sporty; work,No,For sale,SocksTexFootball5,9977,tsnTTCg9bosbBLXpS
soccer socks,White,No,800,200,White,Black,1x1,Kicks,All Year,No,1.0.0,Active,sporty; work,No,For sale,SocksTexFootball6,9978,y72GvNAoswc8fgK6p
spider-web tights,Black,No,720,180,Black,Black,1x1,Kicks,Fall,No,1.0.0,Cool,goth; party; theatrical,No,For sale,SocksTexSpider0,5203,SR5g7wLo5uvQ9TaYe
spider-web tights,White,No,720,180,White,White,1x1,Kicks,Fall,No,1.0.0,Cool,goth; party; theatrical,No,For sale,SocksTexSpider1,9671,Q8ktndrSuTbgX4GWP
spider-web tights,Orange,No,720,180,Orange,Orange,1x1,Kicks,Fall,No,1.0.0,Cool,goth; party; theatrical,No,For sale,SocksTexSpider2,9672,vbFcKTrEoZZ4EjYWC
spider-web tights,Purple,No,720,180,Purple,Purple,1x1,Kicks,Fall,No,1.0.0,Cool,goth; party; theatrical,No,For sale,SocksTexSpider3,9673,8GMMKmgvcPFx5z4sK
stockings,Black,No,480,120,Black,Black,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,No,For sale,SocksTexTights0,3095,2uXpSKSXayL8rWmwq
stockings,Gray,No,480,120,Gray,Gray,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,No,For sale,SocksTexTights1,9655,LcGtPT8D5FAwyTDeH
stockings,White,No,480,120,White,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,No,For sale,SocksTexTights2,9656,psXxbMdjsh7D9tHpQ
stockings,Brown,No,480,120,Brown,Brown,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,No,For sale,SocksTexTights3,9657,GnwPZXALfY7WD3FZh
stockings,Beige,No,480,120,Beige,Beige,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; work,No,For sale,SocksTexTights4,9658,BBH3W3NDeZqwSizDY
stretch leggings,Navy blue,No,450,112,Blue,Blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLeggings0,4744,ixedzMQJwA7Zif56r
stretch leggings,Gray,No,450,112,Gray,Gray,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLeggings1,9776,6H8evYPQyriD32JQg
stretch leggings,Dark gray,No,450,112,Gray,Gray,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLeggings2,9777,KSfWAQcAE6BqrYSRP
stretch leggings,White,No,450,112,White,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLeggings3,9778,ERLTKc3eKLSNLN9eZ
stretch leggings,Black,No,450,112,Black,Black,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLeggings4,9779,jW9cCN469obn7jucv
stretch leggings,Brown,No,450,112,Brown,Brown,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLeggings5,9780,SHRKAQav7w9yMQPag
stretch leggings,Green,No,450,112,Green,Green,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLeggings6,9781,9Z3ddEpG4AYFQxaEj
striped socks,Monotone,No,600,150,Black,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexBorder0,5199,t9tggbKqbrE7cm7ZY
striped socks,Light blue,No,600,150,Light blue,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexBorder1,6902,rbnvg68hfQu4YFrWn
striped socks,Green,No,600,150,Green,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexBorder2,9996,qSyP6Jt6tHYQR3vEN
striped socks,Yellow,No,600,150,Yellow,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexBorder3,9997,LxMR9hdCLhn7g2Y9D
striped socks,Orange,No,600,150,Orange,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexBorder4,9998,EoL5z2pvu3WkYoENu
striped socks,Red,No,600,150,Red,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexBorder5,9999,2ECQP2p6gd3d2Xiqq
striped socks,Purple,No,600,150,Purple,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexBorder6,10000,XXHrJMsWnq2SuvFGz
striped socks,Blue,No,600,150,Blue,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,SocksTexBorder7,10001,v4aS6bX6iZQm5vbzM
striped tights,Red,No,720,180,Red,Black,1x1,Able Sisters,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,SocksTexStripe0,6045,PNMohFRGwDWXGQ7r9
striped tights,Gray,No,720,180,Gray,Black,1x1,Able Sisters,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,SocksTexStripe1,9937,fCNB87FXmS7cJJtkQ
striped tights,Pink,No,720,180,Pink,Black,1x1,Able Sisters,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,SocksTexStripe2,9938,GjSvq9AEsbSj4L4ct
striped tights,Light blue,No,720,180,Light blue,Black,1x1,Able Sisters,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,SocksTexStripe3,9939,ascM9HQW8zQ836QHZ
striped tights,Yellow,No,720,180,Yellow,Black,1x1,Able Sisters,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,SocksTexStripe4,9940,bxoHZt9xhQQAWnk6e
striped tights,Purple,No,720,180,Purple,Black,1x1,Able Sisters,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,SocksTexStripe5,9941,xjPhMuuZLe7g5nQux
striped tights,Green,No,720,180,Green,Black,1x1,Able Sisters,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,SocksTexStripe6,9942,vx83ey5MNpgbkw7d8
striped tights,Orange,No,720,180,Orange,Black,1x1,Able Sisters,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,SocksTexStripe7,9943,MFxpesNYcvptjTHHY
tabi,White,No,1200,300,White,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; formal; party,No,For sale,SocksTexTabi0,4749,KfRLgXY6TYdMTrS8A
tabi,Black,No,1200,300,Black,Black,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; formal; party,No,For sale,SocksTexTabi1,8929,iph2HdeGDjsBYj8Yx
tabi,Navy blue,No,1200,300,Blue,Blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; formal; party,No,For sale,SocksTexTabi2,8930,brQgmrTHCaRLuxPrt
terry-cloth socks,Pink,No,600,150,Pink,White,1x1,Able Sisters,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,SocksTexFluffy0,5181,zG2c5nGSwNAtEYA24
terry-cloth socks,Purple,No,600,150,Purple,White,1x1,Able Sisters,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,SocksTexFluffy1,9979,kSPNXN3pQosJcuwgG
terry-cloth socks,Blue,No,600,150,Light blue,White,1x1,Able Sisters,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,SocksTexFluffy2,9980,hygdPjz55qgkjrdxz
terry-cloth socks,Green,No,600,150,Green,White,1x1,Able Sisters,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,SocksTexFluffy3,9981,J4oqoEe8hyEz9qBob
terry-cloth socks,Beige,No,600,150,Beige,White,1x1,Able Sisters,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,SocksTexFluffy4,9982,wtcZP59Bep5AdBvnW
terry-cloth socks,Red,No,600,150,Red,White,1x1,Able Sisters,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,SocksTexFluffy5,9983,bQKLrkboL3tGTmJ5i
terry-cloth socks,Gray,No,600,150,Gray,White,1x1,Able Sisters,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,SocksTexFluffy6,9984,oWyAYb3Tm9QD65J8v
tube socks,Blue,No,480,120,White,Blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLine0,4746,xoupDJWYgiuYScJjP
tube socks,Orange,No,480,120,White,Orange,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLine1,9966,uKZ6dMzWnvFWRds6j
tube socks,Green,No,480,120,White,Green,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLine2,9967,jSogLE7tMPqgbgYqm
tube socks,Red,No,480,120,White,Red,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLine3,9968,R5s3b5xWWYSfshCR2
tube socks,Navy blue,No,480,120,Gray,Blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLine4,9969,BuvT97X2dh9FY2BYf
tube socks,Berry red,No,480,120,Gray,Red,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLine5,9970,5KWePAFBtAZXKMZk2
tube socks,Dark green,No,480,120,Gray,Green,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLine6,9971,t9Q2Hk6RbHFt7ph5t
tube socks,Purple,No,480,120,Gray,Purple,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexLine7,9972,PnoczFigxSjbCZwA2
ultra no-show socks,Blue,No,480,120,Blue,Blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexFootcover0,5167,EMiBarZr7cxvEFmmF
ultra no-show socks,Pink,No,480,120,Pink,Pink,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexFootcover1,10010,2ifRj79NaD3X4wXAR
ultra no-show socks,Brown,No,480,120,Brown,Brown,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexFootcover2,10011,ddE25Lais494tdxrR
ultra no-show socks,Olive,No,480,120,Green,Green,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexFootcover3,10012,rQG8qATgfDzfi392j
ultra no-show socks,Green,No,480,120,Green,Green,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexFootcover4,10013,wKeAGu8o4PcjQ47EF
ultra no-show socks,Purple,No,480,120,Purple,Purple,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexFootcover5,10014,2KsDq7dXnzAhT6YqC
ultra no-show socks,Black,No,480,120,Black,Black,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexFootcover6,10015,oCkrAgFbomNriMJY3
ultra no-show socks,White,No,480,120,White,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,SocksTexFootcover7,10016,oMaoadYMsSq69Wwim
vivid leggings,Light blue,No,450,112,Light blue,Light blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,outdoorsy; party; theatrical,No,For sale,SocksTexVividleggings0,9585,DGfxSf7iWuTH9AZ8c
vivid leggings,Purple,No,450,112,Purple,Purple,1x1,Able Sisters,All Year,No,1.0.0,Simple,outdoorsy; party; theatrical,No,For sale,SocksTexVividleggings1,9801,jvyWa8Rsq8xuwyRZf
vivid leggings,Red,No,450,112,Red,Red,1x1,Able Sisters,All Year,No,1.0.0,Simple,outdoorsy; party; theatrical,No,For sale,SocksTexVividleggings2,9802,srfYPBLHS6M55HMho
vivid leggings,Pink,No,450,112,Pink,Pink,1x1,Able Sisters,All Year,No,1.0.0,Simple,outdoorsy; party; theatrical,No,For sale,SocksTexVividleggings3,9803,hPKNndPanerKb6ZNS
vivid leggings,Blue,No,450,112,Blue,Blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,outdoorsy; party; theatrical,No,For sale,SocksTexVividleggings4,9804,bY3ozoCphnPNSk9n2
vivid leggings,Yellow,No,450,112,Yellow,Yellow,1x1,Able Sisters,All Year,No,1.0.0,Simple,outdoorsy; party; theatrical,No,For sale,SocksTexVividleggings5,9805,4NsYzSi2uTXWPcfS9
vivid leggings,Green,No,450,112,Green,Green,1x1,Able Sisters,All Year,No,1.0.0,Simple,outdoorsy; party; theatrical,No,For sale,SocksTexVividleggings6,9806,wdaxnZxvxHNHFRKWD
vivid leggings,Orange,No,450,112,Orange,Orange,1x1,Able Sisters,All Year,No,1.0.0,Simple,outdoorsy; party; theatrical,No,For sale,SocksTexVividleggings7,9807,yanC6fx5Xfpr7ihup
vivid socks,Green,No,480,120,Green,Green,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; party; theatrical,No,For sale,SocksTexStandard1,6898,XbHAbJtk9itLL6dyw
vivid socks,Red,No,480,120,Red,Red,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; party; theatrical,No,For sale,SocksTexVividsocks0,9643,Rxro87k8H8TrwQXPd
vivid socks,Light blue,No,480,120,Light blue,Light blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; party; theatrical,No,For sale,SocksTexVividsocks2,10021,sFiwGiyfM7W228Rgj
vivid socks,Blue,No,480,120,Blue,Blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; party; theatrical,No,For sale,SocksTexVividsocks3,10022,XyvJ9o2uNuE5aD7cp
vivid socks,Purple,No,480,120,Purple,Purple,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; party; theatrical,No,For sale,SocksTexVividsocks4,10023,FnwWCqqFdcHhjk3oc
vivid socks,Pink,No,480,120,Pink,Pink,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; party; theatrical,No,For sale,SocksTexVividsocks5,10024,zyPHqnaxf97p8Eoi7
vivid socks,Orange,No,480,120,Orange,Orange,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; party; theatrical,No,For sale,SocksTexVividsocks6,10025,JEsGza6asSbSafpny
vivid socks,Yellow,No,480,120,Yellow,Yellow,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; party; theatrical,No,For sale,SocksTexVividsocks7,10026,TFPJBkLBn2W6qvHBg
vivid tights,Light blue,No,720,180,Light blue,Light blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,party; theatrical,No,For sale,SocksTexVividtights0,9582,yamdxgmHzN5NEB4FX
vivid tights,Purple,No,720,180,Purple,Purple,1x1,Able Sisters,All Year,No,1.0.0,Simple,party; theatrical,No,For sale,SocksTexVividtights1,9687,BwdAj9CGve2HkyoD6
vivid tights,Red,No,720,180,Red,Red,1x1,Able Sisters,All Year,No,1.0.0,Simple,party; theatrical,No,For sale,SocksTexVividtights2,9688,8jhmSZM88ZfjBfpGq
vivid tights,Pink,No,720,180,Pink,Pink,1x1,Able Sisters,All Year,No,1.0.0,Simple,party; theatrical,No,For sale,SocksTexVividtights3,9689,sG3bNkRZwchoYdELC
vivid tights,Blue,No,720,180,Blue,Blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,party; theatrical,No,For sale,SocksTexVividtights4,9690,a5TeestnouHpJzfS5
vivid tights,Yellow,No,720,180,Yellow,Yellow,1x1,Able Sisters,All Year,No,1.0.0,Simple,party; theatrical,No,For sale,SocksTexVividtights5,9691,aNew9qmcaiXhYs4TP
vivid tights,Green,No,720,180,Green,Green,1x1,Able Sisters,All Year,No,1.0.0,Simple,party; theatrical,No,For sale,SocksTexVividtights6,9692,zJDaR6fzSJnk3fP6q
vivid tights,Orange,No,720,180,Orange,Orange,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,party; theatrical,No,For sale,SocksTexVividtights7,9693,yto8H9GL63QbRHstv
wave-print socks,Blue,No,600,150,Blue,Light blue,1x1,Kicks,All Year,No,1.0.0,Cool,everyday,No,For sale,SocksTexWave0,5813,dH74WoutZotxbpzxx
wave-print socks,Brown,No,600,150,Brown,Beige,1x1,Kicks,All Year,No,1.0.0,Cool,everyday,No,For sale,SocksTexWave1,9933,PL58yC9hm87C7NE4u
wave-print socks,Purple,No,600,150,Purple,Pink,1x1,Kicks,All Year,No,1.0.0,Cool,everyday,No,For sale,SocksTexWave2,9934,Fodq95rD9FYWdxTWD
wave-print socks,Green,No,600,150,Green,Green,1x1,Kicks,All Year,No,1.0.0,Cool,everyday,No,For sale,SocksTexWave3,9935,ivn7QK5oi2HAJjocA
wave-print socks,Gray,No,600,150,Black,Gray,1x1,Kicks,All Year,No,1.0.0,Cool,everyday,No,For sale,SocksTexWave4,9936,pbQLWsjHhC4KZ9RrK
A tee,,No,560,140,Blue,White,1x1,Nook Shopping Catalog,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHAce0,8532,7XCg953t2tGAPuzaR
acid-washed jacket,Blue,No,1680,420,Blue,Blue,1x1,Able Sisters,All Year,Yes,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,TopsTexTopOuterLChemical0,5289,zAiLmCwSaWADqXkRf
acid-washed jacket,Black,No,1680,420,Black,Black,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,TopsTexTopOuterLChemical1,9538,K96PFk2AuQFqPrKH3
after-school jacket,Black,No,1050,262,Black,Red,1x1,Able Sisters,All Year,Yes,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLGakuranopen0,4366,rAfEdHYdt5e4AGTya
after-school jacket,Berry red,No,1050,262,Red,Green,1x1,Able Sisters,All Year,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLGakuranopen1,7554,mGvZuvYbGma2REd6A
after-school jacket,Green,No,1050,262,Green,Yellow,1x1,Able Sisters,All Year,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLGakuranopen2,7555,YHLqiyRYuF8BwEgaF
after-school jacket,White,No,1050,262,White,Black,1x1,Able Sisters,All Year,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLGakuranopen3,7556,N6nbrMGHwztxBWTMm
after-school jacket,Purple,No,1050,262,Purple,Blue,1x1,Able Sisters,All Year,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLGakuranopen4,7557,svQfLQXgrowTDaDoh
after-school jacket,Gray,No,1050,262,Gray,White,1x1,Able Sisters,All Year,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLGakuranopen5,7558,m279zqujD3zTbp44a
after-school jacket,Blue,No,1050,262,Blue,Purple,1x1,Able Sisters,All Year,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLGakuranopen6,7559,KzNwELnmeCmWBQMoD
animal-print coat,Blue,No,2320,580,Blue,Light blue,1x1,Able Sisters,Winter,Yes,1.0.0,Cute,everyday,Yes,For sale,TopsTexTopCoatLAnimal0,4465,ozg6yMkXQzsmkjPsW
animal-print coat,Green,No,2320,580,Green,Green,1x1,Able Sisters,Winter,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexTopCoatLAnimal1,8449,gWnBj8n2ZKrm8j8zf
animal-print coat,Purple,No,2320,580,Purple,Purple,1x1,Able Sisters,Winter,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexTopCoatLAnimal2,8450,jKHbF6WwExfSBPBww
animal-print coat,Pink,No,2320,580,Pink,Pink,1x1,Able Sisters,Winter,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexTopCoatLAnimal3,8451,rsgnoR4TBYBqJMXBg
animal-stripes tee,Tiger,No,960,240,Yellow,Black,1x1,Able Sisters,Summer,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHStripe0,8198,WTG2RBsXk5cimHsis
animal-stripes tee,Zebra,No,960,240,Gray,Black,1x1,Able Sisters,Summer,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHStripe1,12066,gkjWimKdm6sMgiTw8
annyeong tee,,No,640,160,Light blue,White,1x1,Nook Shopping Catalog,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHHellokr0,12117,mfMor9YWpsoEbPK5e
anorak jacket,Camel,No,1400,350,Beige,Beige,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLAnorak0,4793,agpR79ZTHcuQheDdF
anorak jacket,Red,No,1400,350,Red,Red,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLAnorak1,9308,Ws4vh3dya8i8nPtJ9
anorak jacket,Blue,No,1400,350,Blue,Blue,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLAnorak2,9309,BaiWuWNL9muLeYYkQ
apron,Orange,No,840,210,Orange,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron0,3228,LTZqXvkrNxza2nMPb
apron,Green,No,840,210,Green,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron1,9595,d5kmhJqzcK6uT3iJr
apron,Blue,No,840,210,Blue,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron2,9596,sc9Mtxn3PWuAtCtWt
apron,Pink,No,840,210,Pink,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron3,9597,yT7c96mMafv5QEddb
apron,Light blue,No,840,210,Light blue,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron4,9598,EbD6WxjrdSDosTkPa
apron,Purple,No,840,210,Purple,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron5,9599,GRb6jZGaZzWdsmYuj
apron,Gray,No,840,210,Gray,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron6,9600,QdF6ZF74688kYPLx3
apron,Brown,No,840,210,Brown,White,1x1,Able Sisters,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron7,9601,wu2TYq7RGJWFEugZs
Aran-knit cardigan,Beige,No,1300,325,Beige,Beige,1x1,Able Sisters,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArancardigan0,3643,fJR97K7r3qHAB2TLr
Aran-knit cardigan,Light blue,No,1300,325,Light blue,Light blue,1x1,Able Sisters,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArancardigan1,7678,MzK6AWudRCPLEdSPi
