Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
rumba costume,Red,No,2600,650,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,sporty; work,Yes,For sale,TopsTexOnepieceSalopetteLRumba0,5610,vo9mYrjWG3vhD8T4e
rumba costume,Orange,No,2600,650,Orange,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,party; theatrical,Yes,For sale,TopsTexOnepieceSalopetteLRumba1,11578,ZP6eDrPjPZAGmev9N
rumba costume,Pink,No,2600,650,Pink,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,party; theatrical,Yes,For sale,TopsTexOnepieceSalopetteLRumba2,11579,RnKWKPvRLb2gXbK5C
rumba dress,Red,No,2600,650,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,party; theatrical,Yes,For sale,TopsTexOnepieceAlongHRumba0,5645,sEJwk3GNphdkYKsYB
rumba dress,Orange,No,2600,650,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,party; theatrical,Yes,For sale,TopsTexOnepieceAlongHRumba1,9528,rexsgmsyj7TFHEKT2
rumba dress,Pink,No,2600,650,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,party; theatrical,Yes,For sale,TopsTexOnepieceAlongHRumba2,9529,8g5AgWT2ZduxSNXc8
sailor-collar dress,White,No,1920,480,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Yes,1.0.0,Cute,everyday; fairy tale; vacation,Yes,For sale,TopsTexOnepieceBalloonHMarine0,3673,xj3sNDqjfLYsRhH6R
sailor-collar dress,Navy blue,No,1920,480,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Cute,everyday; fairy tale; vacation,Yes,For sale,TopsTexOnepieceBalloonHMarine1,8882,GH8CaAFNNiARE4n7F
sailor-collar dress,Blue,No,1920,480,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Cute,everyday; fairy tale; vacation,Yes,For sale,TopsTexOnepieceBalloonHMarine2,8883,bGeMrLon8qxra2Zgh
sailor-collar dress,Pink,No,1920,480,Pink,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Cute,everyday; fairy tale; vacation,Yes,For sale,TopsTexOnepieceBalloonHMarine3,8884,rE5ATJAQ2SbYmAjAL
sari,Garnet,No,2520,630,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,TopsTexOnepieceBlongHSally0,3685,H7zjMs2CtXeok5rsk
sari,Aquamarine,No,2520,630,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,TopsTexOnepieceBlongHSally1,9149,2ie8Yj85zSaBvPCXa
sari,Topaz,No,2520,630,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,TopsTexOnepieceBlongHSally2,9150,mwesgzShjnGqcam6y
sari,Amethyst,No,2520,630,Purple,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,TopsTexOnepieceBlongHSally3,9151,CksoB685Q9GbhzbNF
satin dress,Green,No,1600,400,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNSatin0,2599,CxKuMegSNGhMz3rKi
satin dress,Blue,No,1600,400,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNSatin1,7942,ktZsz2KmuzJhnTqSK
satin dress,Berry red,No,1600,400,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNSatin2,7943,BswBz2tKc6KjZHai3
satin dress,Purple,No,1600,400,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNSatin3,7944,nuZ8p5wjbtgSfGFpq
satin dress,Pink,No,1600,400,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNSatin4,7945,4PazY6CPKcYG853bC
school smock,Blue,No,2000,500,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal,Yes,For sale,TopsTexOnepieceBoxLSchoolsmockNavy,5567,Fn9HMhNM7X3fcXA7w
security uniform,Navy blue,No,2240,560,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,formal; work,Yes,For sale,TopsTexOnepieceOverallLPoliceNavy,3565,ZYAf7Fapxej7w65xx
shawl-and-dress combo,Black,No,2000,500,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; comfy,Yes,For sale,TopsTexOnepieceRibLShawl0,4489,94qmidkBKP7pPtEaJ
shawl-and-dress combo,Ochre,No,2000,500,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Elegant,everyday; comfy,Yes,For sale,TopsTexOnepieceRibLShawl1,8595,MfKkMEJx8bLmqz47x
shawl-and-dress combo,Green,No,2000,500,Green,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; comfy,Yes,For sale,TopsTexOnepieceRibLShawl2,8596,AAD3e8vu73db6EH2s
shawl-and-dress combo,Red,No,2000,500,Red,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; comfy,Yes,For sale,TopsTexOnepieceRibLShawl3,8597,9o4vMruAXj3K4u2md
sheep costume,White,No,1700,425,White,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceRibNSheep0,4431,oQgFFZf8QXnuhcNzZ
sheep costume,Pink,No,1700,425,Pink,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceRibNSheep1,9635,ijsXG5Yo6Tnh4NYdi
sheep costume,Light blue,No,1700,425,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceRibNSheep2,9636,axRoBAAbPMHvWXESy
sheep costume,Brown,No,1700,425,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceRibNSheep3,9637,MH9MP4ibb4aSsQDqc
shell dress,Pink,No,3500,875,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,TopsTexOnepieceAlongNMermaid0,4657,PL2y8BwTDFMLkoL7h
shell dress,Blue,No,3500,875,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,TopsTexOnepieceAlongNMermaid1,8246,cDET9RSWRKLHNj3zo
shell dress,Yellow,No,3500,875,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,TopsTexOnepieceAlongNMermaid2,8247,qwqnysjizyqQifLfQ
shell dress,Mint,No,3500,875,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,TopsTexOnepieceAlongNMermaid3,8248,eSYqNd8WAFmYLWriZ
shell dress,Red,No,3500,875,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,TopsTexOnepieceAlongNMermaid4,8249,G3etertjgwY9q2qpW
shell dress,Purple,No,3500,875,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,TopsTexOnepieceAlongNMermaid5,8250,txPF8xBG6WmxLBTjr
shirtdress,Navy blue,No,1600,400,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexOnepieceBoxLShirt0,3386,Qj9YzgCyGXzmXZHXN
shirtdress,Beige,No,1600,400,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexOnepieceBoxLShirt1,8949,atqTiXb2GoHX43vci
shirtdress,Olive,No,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexOnepieceBoxLShirt2,8950,RmdJp9KDJTuQvTtDA
shorts outfit,Brown,No,1680,420,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,TopsTexOnepieceSalopetteNCombinaison0,4617,K44QTdGfj4NZagp4y
shorts outfit,Light blue,No,1680,420,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,TopsTexOnepieceSalopetteNCombinaison1,8022,LRoJm3BewfyodbjRw
shorts outfit,Blue,No,1680,420,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,TopsTexOnepieceSalopetteNCombinaison2,8023,2P6mgT69hYvLgpWti
shorts outfit,Pink,No,1680,420,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,TopsTexOnepieceSalopetteNCombinaison3,8024,K76M9wwJ9w3vQ33fu
shorts outfit,Black,No,1680,420,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,TopsTexOnepieceSalopetteNCombinaison4,8025,WcnwgprjRvD6jPwZJ
simple checkered dress,Pink,No,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; vacation,Yes,For sale,TopsTexOnepieceAlineNPlaid0,8509,bPL69G2vFoWNGSyTW
simple checkered dress,Green,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; vacation,Yes,For sale,TopsTexOnepieceAlineNPlaid1,12096,mDoFd7voYYMpHFHTP
simple checkered dress,Beige,No,1200,300,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; vacation,Yes,For sale,TopsTexOnepieceAlineNPlaid2,12097,dxqzdMCwXYQvnihpW
simple visiting kimono,Pale green,No,2480,620,Green,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHomongi0,6026,CQNsWPGrfsj2cakRs
simple visiting kimono,Wisteria,No,2480,620,Purple,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHomongi1,9004,TtjYMaTCsj4rSMK2T
simple visiting kimono,Pink,No,2480,620,Pink,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHomongi2,9005,hJTKunpyMdErGDBd3
simple visiting kimono,Indigo blue,No,2480,620,Blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHomongi3,9006,gNjic463etEuEg7Nd
simple visiting kimono,Orange,No,2480,620,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHomongi4,9007,mFu7hHtudvFDbYFKs
simple visiting kimono,Aqua,No,2480,620,Light blue,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHomongi5,9008,Zfd2BttCu7hWbfgmi
simple visiting kimono,Yellow,No,2480,620,Yellow,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHomongi6,9009,wBaYAaaSgAseL4N7z
simple visiting kimono,Gray,No,2480,620,Gray,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHomongi7,9010,TmqQqfrD8sTyEaFfz
simple-dots dress,Red,No,1200,300,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,TopsTexOnepieceAlineNSimpledot0,8188,5qjijdG3kTgQudqRT
simple-dots dress,Yellow,No,1200,300,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,TopsTexOnepieceAlineNSimpledot1,12106,dd9JvNWK4c7nndhuK
simple-dots dress,Light blue,No,1200,300,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,TopsTexOnepieceAlineNSimpledot2,12107,T4EBigTnpN2rwwJjK
simple-dots dress,Green,No,1200,300,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,TopsTexOnepieceAlineNSimpledot3,12108,LzSQhdPTLkTL9YWSy
simple-dots dress,Black,No,1200,300,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,TopsTexOnepieceAlineNSimpledot4,12109,ZeyCqLhQXvjTg3gFL
skirt with suspenders,Red,No,1600,400,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexOnepieceAlineHSuspendersskirt0,3660,pJSepkwozLaRdaZSf
skirt with suspenders,Orange,No,1600,400,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexOnepieceAlineHSuspendersskirt1,9022,pghyCEEReaGbiLhy4
skirt with suspenders,Pink,No,1600,400,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexOnepieceAlineHSuspendersskirt2,9023,ZgSmfx5ZvYxuf3WgD
skirt with suspenders,Blue,No,1600,400,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexOnepieceAlineHSuspendersskirt3,9024,RdFthTe6RcrexPFdg
skirt with suspenders,Gray,No,1600,400,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexOnepieceAlineHSuspendersskirt4,9025,LPeiPMbeHNXkukyi5
sky-egg outfit,None,Yes,NFS,1200,Light blue,Red,1x1,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,Yes,Not for sale,TopsTexOnepieceRibNEggsky0,12453,ZDf7rEZv9TZxoCsuc
sleeveless shirtdress,Blue,No,1600,400,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,TopsTexOnepieceAlineNShirt0,3387,rxpHXnpvQBXKSzLay
sleeveless shirtdress,White,No,1600,400,White,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,TopsTexOnepieceAlineNShirt1,8951,jBEvorNeWp7XnYEFt
sleeveless shirtdress,Pink,No,1600,400,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,TopsTexOnepieceAlineNShirt2,8952,MtRurCg9umRtEvgXH
sleeveless shirtdress,Lime,No,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,TopsTexOnepieceAlineNShirt3,8953,iEWkL6N8ziHEr38iv
sleeveless silk dress,Red,No,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,TopsTexOnepieceBlongLChina0,5131,BTiKJBRTf3xmK85DQ
sleeveless silk dress,Green,No,2520,630,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,TopsTexOnepieceBlongLChina1,9152,mJZcSzs9pFCY5rMEz
sleeveless silk dress,Navy blue,No,2520,630,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,TopsTexOnepieceBlongLChina2,9153,9zzpox4sDPXctEes4
sleeveless silk dress,White,No,2520,630,White,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,TopsTexOnepieceBlongLChina3,9154,RprKKZkqdoeSMM9ng
sleeveless silk dress,Pink,No,2520,630,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,TopsTexOnepieceBlongLChina4,9155,QawwsHKYhAJup3rHz
sleeveless silk dress,Light blue,No,2520,630,Light blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,TopsTexOnepieceBlongLChina5,9156,DYT42Xcf5qQqxLLD9
sleeveless silk dress,Yellow,No,2520,630,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,TopsTexOnepieceBlongLChina6,9157,tfg3o66LAqC85NQDX
sleeveless sweater dress,Gray,No,1600,400,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexOnepieceRibNKnit0,3261,MjEAYxjKRarnD6ktC
sleeveless sweater dress,Black,No,1600,400,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexOnepieceRibNKnit1,8010,8cnbkGhPbdPJKGv3h
sleeveless sweater dress,White,No,1600,400,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexOnepieceRibNKnit2,8011,itytn2hZujpPAboEr
sleeveless sweater dress,Purple,No,1600,400,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexOnepieceRibNKnit3,8012,iRhLbEaS6yQiaNjYF
sleeveless sweater dress,Light blue,No,1600,400,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexOnepieceRibNKnit4,8013,8ZWvagtZErYKaj4ga
sleeveless sweater dress,Lime,No,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexOnepieceRibNKnit5,8014,oEneJxQJ72DBLYGTw
space suit,White,No,5000,1250,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,work,Yes,For sale,TopsTexOnepieceOverallLSpaceWhite,3636,5w9Kh9EHd85Mec2wh
sprite costume,Green,No,2500,625,Green,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,TopsTexOnepieceOverallHDwarf0,4171,QcrLWjN5SRarDQqyR
sprite costume,Red,No,2500,625,Red,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,TopsTexOnepieceOverallHDwarf1,8131,aNt25NWxFuydPm2sf
sprite costume,Brown,No,2500,625,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,TopsTexOnepieceOverallHDwarf2,8132,oQZD3BEvoMAxsa5aP
sprite costume,Blue,No,2500,625,Blue,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,TopsTexOnepieceOverallHDwarf3,8133,S769MA7SJiDTCqNey
sprite costume,Yellow,No,2500,625,Yellow,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,TopsTexOnepieceOverallHDwarf4,8134,Cu3DqD6hfcacWrkCj
sprite costume,Pink,No,2500,625,Pink,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,TopsTexOnepieceOverallHDwarf5,8135,Mvp3fy4sXkcy8Zmvi
sprite costume,Mint,No,2500,625,Light blue,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,TopsTexOnepieceOverallHDwarf6,8136,DqZs2PhSENigTECBP
star costume,White,No,2800,700,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceOverallLStarsinger0,4449,PbB2vyEfeyhm2FGL7
star costume,Black,No,2800,700,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceOverallLStarsinger1,9512,BHa8qcoKp7jLd2kvX
star costume,Red,No,2800,700,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceOverallLStarsinger2,9513,7SxwZ9yoa7km9d7Cb
star costume,Navy blue,No,2800,700,Blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceOverallLStarsinger3,9514,kASsgZCtKHJtqqyYS
star costume,Yellow,No,2800,700,Yellow,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceOverallLStarsinger4,9515,n9BxfkkEmAshZeFPe
steampunk costume,Red,No,2240,560,Brown,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceOverallLSteampunk0,5825,GtMhryHbqGfmRcFgB
steampunk costume,Purple,No,2240,560,Brown,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceOverallLSteampunk1,9534,EQzSaQQExxKk4FsJn
stellar jumpsuit,Green,No,1600,400,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,TopsTexOnepieceSalopetteLPsychedelic0,5799,kFgxfBaMoWdgZFEXY
stellar jumpsuit,Blue,No,1600,400,Blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,TopsTexOnepieceSalopetteLPsychedelic1,9530,jHpBTBccqHXqxqF4R
stellar jumpsuit,Dark red,No,1600,400,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,TopsTexOnepieceSalopetteLPsychedelic2,9531,vNzDtamSgKT5u3e4X
stellar jumpsuit,Purple,No,1600,400,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,TopsTexOnepieceSalopetteLPsychedelic3,9532,PLDJQPLprXStLPmEo
stellar jumpsuit,Red,No,1600,400,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,TopsTexOnepieceSalopetteLPsychedelic4,9533,op4sMXoYctMTMms6h
stone-egg outfit,None,Yes,NFS,1200,Yellow,Orange,1x1,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,Yes,Not for sale,TopsTexOnepieceRibNEggrock0,12450,7oMiNHiEz3butFLdC
strawberry dress,Red,No,1800,450,Pink,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceAlineNStrawberry,3286,pNhmMrgCyz4xZJCcr
striped dress,Black,No,1600,400,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexOnepieceAlineLBorder0,4262,k8SzeWrkb2R9Rq29k
striped dress,Orange,No,1600,400,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexOnepieceAlineLBorder1,7769,AtDKcPxpwpusE9xff
striped dress,Blue,No,1600,400,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexOnepieceAlineLBorder2,7770,8pP8iHgzvSdy57yff
striped dress,Yellow,No,1600,400,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexOnepieceAlineLBorder3,7771,xBrcRrBTEQzhxDp27
striped dress,Red,No,1600,400,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexOnepieceAlineLBorder4,7772,B3mB3hBQ3rXyzNaJr
